Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score
18819,22,Male,Graduate,France,3.4718756935008095,Facebook,No,5.002768073964865,4,In Relationship,4,8
18820,20,Male,Undergraduate,UAE,4.0504465705363994,Instagram,No,8.085467859251525,9,Single,4,8
18821,20,Female,Graduate,Sri Lanka,5.422542021134909,TikTok,Yes,5.747741567581335,7,Single,4,8
18822,19,Male,Graduate,Italy,5.999143792283223,Facebook,Yes,9.054085377452484,9,Single,1,8
18823,22,Female,Graduate,Singapore,5.165798568490139,Instagram,Yes,8.184886828167013,6,Single,3,8
18824,21,Male,Undergraduate,Uzbekistan,6.566187787278425,Facebook,Yes,7.533364565390949,5,Single,1,5
18825,23,Male,Graduate,Sri Lanka,4.3156042037503335,TikTok,Yes,5.719149425056246,6,In Relationship,2,8
18826,19,Female,Graduate,Maldives,7.079472453948503,Instagram,Yes,5.067439402871223,7,Single,0,7
18827,19,Male,Undergraduate,Denmark,4.548221586646166,Twitter,Yes,7.332743515984607,6,In Relationship,1,8
18828,18,Female,Undergraduate,Denmark,6.050981460192196,Facebook,No,6.693912350353391,6,In Relationship,2,6
18829,23,Female,Undergraduate,India,4.826683247961464,Instagram,Yes,7.436866269347244,5,Complicated,3,9
18830,22,Female,Undergraduate,Nepal,7.501749010449821,Instagram,No,8.224317787111847,7,In Relationship,3,5
18831,22,Male,Undergraduate,Poland,5.997163622562339,Instagram,Yes,6.724491251323175,5,Single,5,6
18832,19,Male,Graduate,Ireland,4.326470302765861,Instagram,Yes,5.640589234448398,7,In Relationship,4,8
18833,20,Female,Undergraduate,Canada,3.8583894458653063,WhatsApp,Yes,5.2377602773806275,6,Single,5,5
18834,21,Female,High School,Switzerland,4.213716486921932,Instagram,Yes,8.223798820388264,4,Single,2,3
18835,18,Female,Undergraduate,Denmark,6.064606923951315,Instagram,Yes,9.53589139577987,5,Single,2,10
18836,24,Male,Undergraduate,Poland,1.5524515673271662,Instagram,No,8.124588739062776,5,Single,3,10
18837,18,Male,Graduate,Maldives,5.766802975170037,Facebook,No,5.064195201574261,4,Single,5,9
18838,22,Male,Undergraduate,Russia,5.6440693320843,Facebook,Yes,6.280124655126722,7,Single,2,5
18839,21,Male,Undergraduate,Australia,4.8393390800177345,Instagram,Yes,4.043163528129817,5,In Relationship,3,8
18840,18,Female,Graduate,Mexico,6.321377131585931,TikTok,Yes,5.710298325384376,4,In Relationship,2,10
18841,24,Male,Graduate,Italy,5.449741271293898,Instagram,Yes,7.840893916396887,7,Single,3,10
18842,21,Female,Graduate,Canada,6.703517684369402,Instagram,Yes,6.866848008928073,6,In Relationship,3,7
18843,19,Female,Undergraduate,Nepal,5.549656338751053,KakaoTalk,Yes,5.520640106667004,6,In Relationship,1,6
18844,23,Female,Graduate,India,5.170503759260225,TikTok,Yes,5.971459705832645,7,Single,3,6
18845,23,Male,Graduate,Brazil,2.6807993955291045,Instagram,No,6.247088631126914,4,Single,1,8
18846,24,Female,High School,Canada,5.190975022090548,WhatsApp,Yes,7.201364337806553,9,Single,5,9
18847,23,Female,Graduate,Lebanon,5.715242760094327,Instagram,Yes,8.422538301639618,7,In Relationship,5,4
18848,23,Female,Undergraduate,Liechtenstein,6.0168762062223475,TikTok,Yes,5.854108575072873,7,In Relationship,4,4
18849,21,Female,Undergraduate,India,5.851731224994313,Twitter,Yes,6.166110104906255,6,In Relationship,1,3
18850,25,Female,Graduate,Finland,4.438598534006909,Instagram,Yes,7.292849897086942,3,In Relationship,2,6
18851,23,Female,Undergraduate,Russia,6.308649002890861,LinkedIn,Yes,6.418205676231208,6,Single,3,8
18852,20,Male,Undergraduate,Hungary,4.445920146245146,WeChat,Yes,7.821699675630689,5,Single,3,5
18853,18,Female,Undergraduate,Denmark,5.7862357971411456,KakaoTalk,No,5.539314113783897,8,Single,0,8
18854,21,Female,Graduate,Maldives,4.439250439868826,Facebook,Yes,5.7024984587451595,5,In Relationship,4,3
18855,22,Female,Undergraduate,Russia,6.312632014168575,Instagram,Yes,6.787018946670477,6,In Relationship,3,8
18856,21,Female,Undergraduate,Bangladesh,7.009690280603692,Facebook,Yes,7.297708112536392,7,In Relationship,1,6
18857,23,Female,Graduate,Poland,3.7778011757199685,Instagram,No,8.217147578297707,6,Single,3,5
18858,20,Female,Undergraduate,Canada,4.955877874397773,Instagram,Yes,6.844560471196994,5,Single,5,8
18859,20,Male,Undergraduate,New Zealand,5.395346968923589,VKontakte,Yes,8.014485089812945,6,In Relationship,3,7
18860,22,Male,Graduate,Mexico,5.314113369187989,WhatsApp,Yes,6.983592762534944,8,In Relationship,4,5
18861,18,Male,Graduate,South Korea,5.742661029491996,TikTok,Yes,6.612248893189292,4,Single,6,8
18862,20,Female,Graduate,Switzerland,4.229961434164165,Instagram,No,7.586449320050968,4,In Relationship,0,4
18863,23,Female,High School,Canada,5.177096085565232,Instagram,No,6.130866400751283,6,Single,3,4
18864,22,Female,Undergraduate,Philippines,2.571040131127072,Twitter,Yes,6.0488400664490625,8,Single,2,6
18865,21,Male,Undergraduate,Switzerland,4.131990258351207,Facebook,No,7.306184144020343,5,Single,4,8
18866,26,Female,Undergraduate,USA,5.874205484751812,TikTok,Yes,6.906013933255294,4,In Relationship,1,5
18867,19,Male,Undergraduate,Nepal,5.324601469976907,Facebook,No,6.791011161013899,7,In Relationship,0,8
18868,21,Female,Graduate,Iraq,6.958733678512675,Instagram,No,6.46572566087206,9,Single,2,9
18869,23,Male,Undergraduate,Denmark,3.596799893118683,YouTube,Yes,5.207571884850159,8,In Relationship,1,6
18870,21,Male,Graduate,Bangladesh,6.4077375918372015,Instagram,Yes,5.521001370221536,5,Single,2,8
18871,20,Female,Graduate,Pakistan,4.2961133613606615,WhatsApp,No,7.751615277908653,5,In Relationship,3,6
18872,20,Female,Graduate,Iceland,4.897729013170633,WhatsApp,No,8.604494549629791,5,Single,3,5
18873,20,Male,Graduate,USA,5.381846632547252,Snapchat,Yes,5.569773522968951,8,In Relationship,2,9
18874,19,Male,Undergraduate,USA,5.521130204739589,WhatsApp,Yes,7.338670104493236,6,In Relationship,5,2
18875,21,Female,Graduate,India,5.287244788458705,Facebook,Yes,7.081060456341026,4,Single,4,7
18876,19,Male,Graduate,Qatar,5.446404452381794,Facebook,Yes,4.9855433760950785,7,Single,1,6
18877,26,Female,Undergraduate,Poland,6.486455467582511,LinkedIn,Yes,5.7703345798254695,6,In Relationship,3,2
18878,22,Male,Undergraduate,India,4.05284883778248,Instagram,Yes,7.891790198909069,7,Single,2,7
18879,19,Female,Undergraduate,Malaysia,4.312887214364151,Instagram,Yes,7.368549560707158,5,In Relationship,0,6
18880,18,Female,Undergraduate,India,3.0274031745278513,LinkedIn,Yes,5.895847987659591,8,In Relationship,3,8
18881,19,Female,Graduate,Ireland,5.850172794186266,Twitter,No,6.340480230262928,7,In Relationship,4,7
18882,21,Male,Undergraduate,Australia,8.123498846216737,TikTok,Yes,8.681315199908724,7,In Relationship,2,4
18883,22,Male,High School,Sri Lanka,4.449233082237357,Instagram,Yes,8.028375414839482,6,Single,2,5
18884,21,Female,Undergraduate,UK,4.616899100662643,TikTok,Yes,6.834391668739816,7,Single,2,6
18885,19,Male,Undergraduate,Japan,4.6070042642178795,Facebook,Yes,6.697696109495158,5,Complicated,3,6
18886,22,Female,Graduate,Nepal,5.687141967222371,LinkedIn,Yes,7.344536539065788,6,Single,4,6
18887,20,Female,Undergraduate,China,4.613695617775111,TikTok,Yes,7.056012685255818,8,Single,2,8
18888,18,Male,Undergraduate,Ireland,4.394807179955795,TikTok,Yes,6.204423418199497,6,In Relationship,4,7
18889,22,Male,Graduate,Canada,3.784177625328776,Facebook,Yes,6.615204691284028,7,Single,2,7
18890,18,Male,Graduate,Spain,2.508153987335073,Facebook,Yes,6.853351777508335,7,Single,0,6
18891,20,Female,Graduate,Mexico,4.889309180705071,TikTok,No,5.55865279084381,6,Single,4,6
18892,21,Male,Undergraduate,Japan,3.7728411845495513,TikTok,No,7.547622067320702,5,In Relationship,4,8
18893,20,Male,Undergraduate,Sri Lanka,4.383476324922241,WeChat,No,6.5035914167392175,6,In Relationship,3,9
18894,21,Male,Undergraduate,Kyrgyzstan,5.944344932843732,Instagram,No,7.883993968839415,5,In Relationship,3,7
18895,18,Female,Graduate,Turkey,4.701290425893727,TikTok,Yes,7.470890047803552,6,In Relationship,3,6
18896,22,Male,Undergraduate,Belarus,5.5210852219996305,LinkedIn,Yes,6.193920482058373,6,In Relationship,3,4
18897,25,Male,Undergraduate,Yemen,4.610850118631701,Instagram,Yes,7.510966212630027,7,In Relationship,4,6
18898,23,Male,Graduate,Mexico,3.757295047362297,LinkedIn,No,5.484076462285661,6,In Relationship,2,6
18899,23,Male,Undergraduate,Pakistan,3.097852174108033,Facebook,Yes,7.175099998205598,8,In Relationship,2,5
18900,23,Female,Graduate,India,6.977102159270637,KakaoTalk,Yes,8.154240741092424,7,Single,3,7
18901,21,Female,Graduate,China,4.957162778012178,Instagram,Yes,7.835117239549794,4,In Relationship,2,5
18902,21,Female,Graduate,France,3.258033560190335,TikTok,Yes,6.865484409062833,6,Single,3,6
18903,20,Female,Graduate,Japan,4.375929727308355,WhatsApp,No,6.1625414184632765,9,In Relationship,6,7
18904,20,Female,Graduate,Turkey,6.42074651354888,KakaoTalk,Yes,7.332252659333316,9,Single,3,7
18905,23,Male,Graduate,UK,6.562673387292472,Instagram,Yes,6.574692678248027,6,Single,3,7
18906,20,Female,Graduate,India,3.183928126979081,Facebook,Yes,7.31032958080155,4,Single,5,6
18907,22,Female,Undergraduate,Maldives,3.801467452134424,Facebook,No,7.937208397391575,7,In Relationship,4,4
18908,23,Female,Graduate,Switzerland,4.488541058981335,Facebook,Yes,6.976722675082062,6,Single,3,8
18909,19,Female,Undergraduate,Canada,6.930246617999876,WhatsApp,Yes,6.85801067236014,5,In Relationship,1,8
18910,18,Female,High School,Switzerland,4.469947917004395,Instagram,Yes,6.661606145400166,8,Single,0,4
18911,22,Male,Undergraduate,South Korea,5.676838367376597,TikTok,No,7.192507568353503,7,Single,3,6
18912,21,Female,Graduate,India,4.4346557329278635,Instagram,Yes,6.891724060419038,7,In Relationship,5,5
18913,21,Female,Graduate,Ghana,2.293358661363364,Instagram,No,9.042926693631848,5,Single,3,6
18914,22,Female,Graduate,Qatar,3.7090006426106203,Instagram,Yes,4.774445132355355,6,In Relationship,3,6
18915,20,Male,Graduate,Singapore,4.256517030884968,Instagram,Yes,6.704643650227336,8,Single,3,9
18916,20,Female,Graduate,Japan,4.7636828903779005,Instagram,Yes,5.937278402669207,6,Single,3,6
18917,18,Female,Undergraduate,USA,4.513377036556917,TikTok,Yes,5.582143627205966,7,In Relationship,1,6
18918,19,Female,Graduate,Spain,7.574660928355702,Facebook,Yes,6.175341040875777,6,Single,3,6
18919,18,Male,Undergraduate,Turkey,3.9097244603716623,WhatsApp,No,6.050520366520226,7,Single,4,7
18920,18,Female,Graduate,Mexico,2.8657976300449457,LINE,Yes,7.3779475241484915,6,Single,2,7
18921,20,Female,Graduate,Denmark,5.1813036666698,WhatsApp,Yes,7.119335615510117,8,Single,3,9
18922,23,Female,Graduate,Sri Lanka,7.764397899286956,Instagram,Yes,5.9486036960232065,7,In Relationship,3,6
18923,20,Male,Graduate,Uruguay,6.43878555816333,Facebook,Yes,7.019664013653,6,Complicated,1,6
18924,20,Female,Undergraduate,France,4.493293928209565,Facebook,Yes,7.653790952220163,7,Single,2,5
18925,21,Female,Graduate,Poland,4.00611459800643,KakaoTalk,Yes,7.510806522458968,6,In Relationship,2,9
18926,18,Female,Undergraduate,USA,6.208151164951215,Instagram,No,7.176538514875358,5,Single,3,7
18927,21,Female,Graduate,Bangladesh,4.331989700284112,WhatsApp,No,10.426073336535241,5,In Relationship,3,7
18928,23,Male,Graduate,Luxembourg,4.297137365413489,Instagram,Yes,8.642086848506251,6,In Relationship,3,8
18929,23,Female,Undergraduate,India,4.271741934195728,TikTok,Yes,8.466242938753458,7,Single,3,8
18930,19,Female,High School,Iraq,3.6034304892688764,Facebook,Yes,5.165884300668923,8,In Relationship,1,8
18931,22,Female,Undergraduate,Bahrain,5.599574398054145,Facebook,Yes,7.022340978158472,6,In Relationship,3,9
18932,20,Female,Graduate,UK,4.559871268651068,Instagram,No,7.899541553206397,8,Single,5,4
18933,18,Female,Undergraduate,Japan,5.285977091373378,Facebook,No,6.192355031352143,9,Single,2,7
18934,21,Female,Graduate,India,2.9351889513841956,Instagram,Yes,5.019789666144524,6,In Relationship,4,8
18935,18,Female,Undergraduate,Denmark,7.915428342584745,TikTok,No,6.858591426401603,9,Single,1,5
18936,21,Female,Graduate,UK,3.8668353112487512,Instagram,No,8.729097821231877,7,Single,3,6
18937,20,Female,Undergraduate,UAE,5.706431395437737,WeChat,No,7.348414744469014,5,Single,3,5
18938,20,Male,Undergraduate,Turkey,5.220248734811227,WhatsApp,No,6.644550303258032,9,In Relationship,3,6
18939,21,Female,Graduate,Turkey,5.231581787679486,TikTok,Yes,6.666736896072871,7,Complicated,3,8
18940,23,Male,Graduate,Japan,4.120817220426074,TikTok,Yes,5.904575508620049,5,In Relationship,4,3
18941,21,Female,Graduate,Bangladesh,6.3290712949329375,Instagram,No,6.846803036600775,8,Single,4,5
18942,18,Male,Graduate,South Korea,7.295317973211366,WhatsApp,Yes,5.9707802285393745,7,Single,2,7
18943,18,Male,Graduate,USA,4.549069752451836,TikTok,Yes,8.718759807055642,5,Single,3,9
18944,19,Male,Graduate,India,4.829064330661612,Facebook,Yes,5.784868282284969,6,In Relationship,3,3
18945,18,Female,Undergraduate,Cyprus,4.564959803573873,Instagram,No,7.146665708226013,5,Single,3,8
18946,21,Male,Undergraduate,New Zealand,3.28623258383105,TikTok,Yes,6.459271279327645,5,Single,5,4
18947,21,Male,Undergraduate,Switzerland,4.654884500585634,Instagram,Yes,4.109098143636592,8,In Relationship,3,7
18948,18,Female,Undergraduate,Russia,6.201769128966132,TikTok,Yes,7.305972098775643,4,In Relationship,1,4
18949,22,Female,Undergraduate,Canada,6.2308693445533985,Instagram,Yes,7.639307815428843,4,Single,4,8
18950,22,Male,Graduate,Poland,5.679131983029854,Instagram,Yes,4.436196012371198,5,Single,2,8
18951,18,Male,Graduate,Finland,5.243288824082551,TikTok,Yes,6.901747593874045,4,In Relationship,4,7
18952,19,Female,Graduate,Bangladesh,4.28481608511588,TikTok,Yes,8.05970871045886,5,In Relationship,5,7
18953,21,Female,Undergraduate,Sweden,4.483949721676786,Instagram,Yes,6.2142934376670205,6,Single,3,8
18954,21,Male,Graduate,Maldives,4.765715200502676,Instagram,Yes,5.561547020169929,5,Single,3,3
18955,23,Female,Graduate,Turkey,3.2761064212754745,LinkedIn,Yes,7.257516932239161,5,Single,3,7
18956,18,Female,Graduate,Hungary,7.275575751115612,Instagram,Yes,7.123399189984024,8,In Relationship,4,8
18957,20,Male,Graduate,Iraq,5.227766298205,Instagram,Yes,7.3297347460210025,4,Single,4,10
18958,18,Female,Undergraduate,Spain,3.2743675106912047,Instagram,Yes,6.171876134312152,5,Single,3,7
18959,25,Male,Undergraduate,South Africa,4.0571861580951065,Instagram,Yes,7.228748188184364,6,Single,4,7
18960,21,Male,Graduate,Russia,5.029169341634921,TikTok,No,6.697378406450324,7,Single,2,7
18961,21,Male,Undergraduate,Switzerland,4.491522579817655,Instagram,No,6.011420255584145,7,Single,2,5
18962,23,Male,Undergraduate,Canada,6.144013916700533,TikTok,Yes,8.0872948550547,6,Single,4,7
18963,21,Female,Undergraduate,Maldives,7.644638978078971,Instagram,Yes,7.512182600321752,7,Single,3,6
18964,20,Female,Graduate,Monaco,3.7592317946733633,VKontakte,Yes,5.715932448022749,7,In Relationship,3,6
18965,24,Female,Undergraduate,Ireland,4.3503305372894,WeChat,No,9.682171341534868,8,Single,3,6
18966,24,Female,Graduate,China,5.002806469313982,Facebook,Yes,6.683727331798759,8,In Relationship,1,7
18967,18,Female,Graduate,Finland,4.6406199226776,LINE,No,5.804080927290156,6,Complicated,4,9
18968,20,Female,Graduate,Maldives,4.517652733166586,Facebook,No,8.29401772532957,6,In Relationship,5,5
18969,21,Female,Undergraduate,South Korea,5.285242042085338,YouTube,No,7.620873333691853,4,Single,0,3
18970,18,Male,Graduate,Denmark,6.6214799921436605,TikTok,Yes,7.180020515800441,5,Single,3,8
18971,21,Female,Graduate,Maldives,6.274600410807467,Instagram,Yes,6.174308214663364,8,Single,2,4
18972,18,Male,Graduate,Denmark,7.182921521099422,TikTok,Yes,5.824234538600848,5,Single,2,5
18973,20,Male,Graduate,India,5.010710525550137,Twitter,Yes,6.862484384971209,7,Single,4,5
18974,22,Male,Undergraduate,Nepal,6.003747553356149,LinkedIn,No,5.646297484803279,7,Single,5,5
18975,20,Male,Undergraduate,Singapore,2.158516459867645,TikTok,Yes,5.368843137260841,6,In Relationship,3,5
18976,23,Male,Graduate,USA,4.871135402976857,KakaoTalk,No,6.75819168136947,5,Single,2,7
18977,23,Female,Undergraduate,Malaysia,7.215052183764602,Instagram,Yes,5.982530128386182,7,Single,5,7
18978,19,Male,Undergraduate,Canada,4.864309690082364,Facebook,Yes,8.094613546032988,7,Single,4,3
18979,21,Female,Undergraduate,Switzerland,5.497576460195071,Instagram,Yes,7.954875484534958,5,Single,3,5
18980,24,Female,Graduate,Austria,4.708042834315504,WhatsApp,No,8.36540367751525,7,In Relationship,3,9
18981,22,Male,Graduate,Canada,4.817866646665847,Instagram,No,5.752234260456893,4,Single,4,7
18982,21,Male,Graduate,Maldives,3.68608115769754,TikTok,Yes,6.709833451873635,8,Complicated,4,9
18983,21,Male,Undergraduate,Switzerland,3.271517951692989,Instagram,No,8.01279104191955,7,Single,2,3
18984,20,Female,Graduate,Sri Lanka,4.479837755843629,KakaoTalk,Yes,7.5167402079891055,4,In Relationship,4,6
18985,18,Male,Graduate,Kosovo,6.378574464094856,TikTok,No,7.017963371652483,5,In Relationship,2,8
18986,20,Male,Graduate,Italy,4.565196244325493,Instagram,Yes,8.13704296523924,7,In Relationship,3,6
18987,21,Female,Graduate,North Macedonia,5.645262643217036,WhatsApp,Yes,5.935762131780652,6,Single,2,7
18988,23,Female,Undergraduate,Philippines,3.8532481540870767,Instagram,Yes,6.7981534123924074,9,Single,3,6
18989,23,Male,Graduate,India,3.999322910668597,Instagram,Yes,5.131472650090572,5,Single,4,6
18990,22,Male,Graduate,Sri Lanka,3.6961800265542606,Instagram,Yes,7.6086375149430605,7,Single,3,10
18991,24,Female,Graduate,Japan,4.05454698060401,Instagram,Yes,7.8921205515196124,5,Single,5,5
18992,20,Male,Graduate,India,4.506737502964728,Instagram,Yes,6.887461140388349,7,Complicated,2,7
18993,19,Male,Undergraduate,Pakistan,3.839039898139684,Instagram,Yes,6.151567283922032,7,Single,4,3
18994,24,Female,Undergraduate,Austria,3.6023152632634607,Facebook,Yes,7.03320896053798,6,Single,2,9
18995,22,Male,Undergraduate,Turkey,7.114687475385187,YouTube,No,7.045244313737746,7,Single,2,6
18996,23,Male,Undergraduate,Italy,4.081308924853899,TikTok,Yes,8.11000517151609,4,In Relationship,5,6
18997,23,Female,Graduate,Russia,6.142500063437699,Instagram,No,7.276418347599482,8,Single,4,7
18998,20,Male,Graduate,USA,6.32359178985699,Facebook,No,7.684285262030091,6,In Relationship,2,5
18999,21,Male,Graduate,Turkey,4.229637953938571,WeChat,Yes,6.534044191826526,7,Single,5,6
19000,24,Male,Undergraduate,Australia,5.82878758326586,Instagram,Yes,8.461159063092445,7,Single,4,7
19001,23,Male,Graduate,India,2.6701480919461145,Twitter,Yes,4.951349369877371,6,Single,5,3
19002,20,Female,Undergraduate,Albania,4.2530351532234265,Facebook,Yes,5.375258420299472,4,Single,4,7
19003,20,Male,Undergraduate,Pakistan,3.430518731724602,Facebook,Yes,7.005452197136597,4,Single,1,6
19004,20,Male,Graduate,USA,5.75458649753371,Instagram,No,8.89655621986105,7,Complicated,2,4
19005,18,Male,Graduate,Canada,4.526671603469561,Instagram,Yes,8.49159736665203,6,Single,4,9
19006,19,Male,Undergraduate,Germany,3.69612922047799,Facebook,Yes,8.00263671471945,5,In Relationship,0,6
19007,20,Female,Undergraduate,USA,4.874191351209936,Facebook,No,7.20442127955097,7,Single,2,7
19008,20,Female,Undergraduate,South Korea,4.193920935103514,Instagram,Yes,6.927880061151275,6,In Relationship,4,9
19009,22,Male,Undergraduate,Turkey,2.6273293265326623,Instagram,Yes,6.1609180933856145,6,In Relationship,3,3
19010,22,Female,High School,Maldives,6.653360351322801,TikTok,Yes,5.585534394012769,7,Single,3,5
19011,20,Male,Graduate,Canada,3.373741096624837,Instagram,Yes,6.216721124584671,5,In Relationship,4,5
19012,19,Male,Undergraduate,Sri Lanka,3.828973964210613,Facebook,Yes,5.1821570225239615,7,Single,2,9
19013,22,Male,Undergraduate,China,3.6082959154900984,Facebook,No,6.551568276970568,8,In Relationship,4,6
19014,21,Female,Graduate,Germany,7.265338644154234,TikTok,Yes,9.226224527536312,5,Single,4,8
19015,21,Male,Undergraduate,Trinidad,6.010109485717756,Facebook,No,7.1514560410661465,5,Single,2,3
19016,19,Female,Graduate,Sri Lanka,5.16440537038744,Facebook,Yes,4.891994926262633,6,Single,3,7
19017,20,Male,Undergraduate,Spain,4.1589213650638435,TikTok,Yes,8.365876759890178,8,In Relationship,2,7
19018,21,Male,Undergraduate,Bangladesh,5.815390225546712,TikTok,Yes,5.296425167390373,6,In Relationship,4,6
19019,21,Male,Undergraduate,Poland,4.813254082454477,TikTok,No,7.566192622184021,7,Single,2,5
19020,19,Male,Undergraduate,Russia,6.167393850182453,Instagram,Yes,5.667985730738161,9,Single,2,7
19021,25,Female,Graduate,Slovakia,3.6128055623342465,TikTok,Yes,8.462878544142976,7,Single,4,5
19022,20,Male,Graduate,France,7.049089795875162,Facebook,Yes,9.142932959696406,6,Single,4,4
19023,20,Male,Undergraduate,USA,4.732014709118997,Instagram,Yes,7.235032664280679,4,Single,3,9
19024,21,Female,Graduate,Denmark,4.040354145550937,Instagram,Yes,6.709529642677714,7,Single,4,7
19025,18,Female,Graduate,New Zealand,4.932397117494314,Facebook,Yes,3.8826973968364253,7,Single,2,3
19026,22,Female,Graduate,Iceland,7.6275336739542965,Facebook,No,5.937559800819418,8,Single,2,8
19027,21,Male,Undergraduate,Denmark,5.561860181457553,TikTok,Yes,6.768571147520023,6,Single,1,6
19028,22,Male,Graduate,USA,5.819775231330647,Twitter,No,6.470064972628576,5,In Relationship,2,5
19029,21,Male,Graduate,Russia,4.076671755094236,Instagram,Yes,4.301034401258408,6,Single,5,7
19030,22,Female,Undergraduate,Germany,5.3277101043927475,TikTok,Yes,7.233214183621159,4,Single,4,3
19031,22,Female,Graduate,Spain,5.202637938851545,TikTok,Yes,6.234450190627361,7,In Relationship,4,7
19032,22,Male,Graduate,India,5.002551948950879,Facebook,Yes,7.076513115782893,6,In Relationship,3,5
19033,18,Female,Graduate,Pakistan,5.330403619019812,WhatsApp,Yes,6.737276226005509,7,Single,2,7
19034,19,Female,Graduate,Maldives,3.436407156657557,Facebook,Yes,6.684923587578402,7,Single,2,6
19035,21,Female,Graduate,Australia,4.997565236766276,Instagram,Yes,6.260117756563838,9,In Relationship,3,6
19036,18,Female,Graduate,Malta,6.598428502726012,Instagram,Yes,7.707851663098501,5,In Relationship,4,6
19037,21,Female,Graduate,Malaysia,5.195884897898039,TikTok,No,7.543462639607179,5,Single,2,3
19038,21,Male,Graduate,Turkey,4.556115749928689,TikTok,No,6.31513617366057,5,Single,1,8
19039,20,Male,Graduate,USA,3.786691107184902,Instagram,No,5.5396605442555575,3,In Relationship,4,4
19040,19,Male,Graduate,Germany,4.77711953874389,Facebook,No,6.0142774265378245,7,In Relationship,3,8
19041,22,Female,Graduate,Mexico,4.043702968287032,TikTok,No,8.670494954263386,8,Complicated,1,4
19042,23,Male,Undergraduate,France,5.038489283255912,TikTok,Yes,8.820957231458742,4,In Relationship,3,5
19043,21,Female,Graduate,China,4.308884435849615,TikTok,Yes,9.387050034651873,6,Single,2,6
19044,25,Male,Undergraduate,Japan,4.408396269404766,Instagram,Yes,7.3718740643101235,6,Complicated,1,6
19045,19,Male,Graduate,Finland,4.671562979800367,TikTok,Yes,5.906623983068295,7,Single,2,6
19046,20,Female,Undergraduate,UAE,5.230188918084289,Facebook,Yes,5.931355006831491,6,Single,3,4
19047,22,Male,Graduate,Sri Lanka,3.9575552411186816,TikTok,Yes,8.340736651177792,5,Single,4,8
19048,20,Female,Undergraduate,Sri Lanka,3.8639447289678532,TikTok,Yes,7.902193596170573,5,In Relationship,4,4
19049,23,Male,Undergraduate,Bosnia,3.381947962877258,WhatsApp,No,7.975389376596501,6,Single,3,6
19050,19,Female,Graduate,Mexico,4.16314544190363,Instagram,No,5.562348025921976,6,Single,0,3
19051,24,Male,Undergraduate,Japan,3.1997242506829933,LINE,Yes,7.688533775490998,6,Single,2,5
19052,18,Female,Graduate,China,5.262025148950753,Facebook,Yes,6.936995625520223,6,In Relationship,3,4
19053,21,Female,Undergraduate,Canada,5.12284213401206,Instagram,Yes,7.292992567276138,8,Single,2,4
19054,21,Female,Undergraduate,Denmark,2.5913399000748822,WhatsApp,Yes,6.805280433953795,7,Single,2,6
19055,22,Female,Undergraduate,Russia,6.40635712001222,VKontakte,Yes,6.590708456765562,4,Single,5,8
19056,23,Male,Graduate,Switzerland,4.636259220612254,TikTok,Yes,4.38809334465755,9,Single,2,10
19057,23,Female,Undergraduate,Sri Lanka,6.960067477514866,Instagram,Yes,6.477559169949536,7,In Relationship,3,10
19058,19,Female,Graduate,Italy,5.9255190846552175,TikTok,Yes,7.9686786635788724,4,Complicated,2,7
19059,19,Male,Graduate,France,4.553867049086955,Facebook,Yes,8.138950610017162,9,Single,3,4
19060,21,Female,Undergraduate,USA,4.739864956750984,WhatsApp,Yes,5.978524513931529,5,In Relationship,2,7
19061,26,Male,Graduate,Maldives,4.658387116341081,TikTok,Yes,5.5656566206220965,6,Single,4,8
19062,21,Female,Graduate,Serbia,4.336861614944651,Instagram,No,5.702053585686568,5,Single,3,9
19063,22,Male,Undergraduate,Ukraine,2.2994192517138026,Instagram,No,6.455311110375736,7,Single,2,6
19064,22,Female,Undergraduate,India,6.6115503330248355,WeChat,No,8.02099643226228,7,In Relationship,2,7
19065,18,Female,Undergraduate,USA,3.6379077492428507,VKontakte,Yes,7.3567707525710935,8,Single,3,4
19066,21,Female,Graduate,Switzerland,4.163451128578322,Instagram,Yes,7.291766463630936,6,Single,4,4
19067,21,Male,Graduate,Spain,6.008181194835676,Facebook,No,6.929167023419846,5,In Relationship,2,7
19068,23,Female,Graduate,Denmark,3.6084797059610345,Facebook,No,7.210385628017134,5,In Relationship,3,7
19069,25,Male,Undergraduate,Bangladesh,3.580441320541321,Instagram,Yes,8.13981916829016,7,In Relationship,3,5
19070,23,Female,Graduate,Mexico,6.351624905725,Facebook,Yes,7.075451318303515,7,In Relationship,3,5
19071,18,Male,Undergraduate,South Korea,4.851882830287331,KakaoTalk,No,7.70701481428549,5,In Relationship,4,8
19072,24,Female,Graduate,Russia,4.173416867522314,KakaoTalk,Yes,5.780499074633775,6,Single,3,6
19073,22,Female,Graduate,Spain,5.295060793213832,WhatsApp,Yes,8.173591091238691,6,In Relationship,0,9
19074,21,Male,Graduate,Russia,5.98357875596365,Facebook,Yes,6.809596093696082,7,Single,3,8
19075,18,Male,Graduate,Australia,7.713276138492567,Facebook,No,5.755015505768817,6,Single,4,6
19076,19,Female,Undergraduate,India,5.676823649687853,WhatsApp,No,7.6404790034414205,6,Single,1,7
